Liniennummer;Referenzhaltestelle Name;Referenzhaltestelle Nummer;Referenzhaltestelle Globale ID;Referenzhaltestelle Gemeinde;Referenzhaltestelle Gemeinde AGS;Referenzhaltestelle X-Koord.;Referenzhaltestelle Y-Koord.
471;Dessau, Oechelhäuser Str.;3286;de:15001:3286;Dessau-Roßlau;15001000;12,223760;51,835423
471;Dessau, Rosefelder Str.;10450;de:15001:10450;Dessau-Roßlau;15001000;12,176439;51,841055
471;Dessau, Schule Kleinkühnau;3219;de:15001:3219;Dessau-Roßlau;15001000;12,192234;51,838235
471;Dessau, Sportplatz Kleinkühnau;3228;de:15001:3228;Dessau-Roßlau;15001000;12,199746;51,837330
471;Dessau, Wörlitzer Platz;20289;de:15001:20289;Dessau-Roßlau;15001000;12,238838;51,841257
471;Dessau, Ziebigker Str.;3281;de:15001:3281;Dessau-Roßlau;15001000;12,218129;51,836036
471;Reppichau, Am Anger;10600;de:15082:10600;Osternienburger Land;15082256;12,077392;51,810866
471;Reppichau, Chörauer Str.;5785;de:15082:5785;Osternienburger Land;15082256;12,082552;51,811225
471;Susigke (Aken), Ortseingang (Ersatzhalt);39343;de:15082:39343;Aken (Elbe);15082005;12,066915;51,833038
500;Abzweig Gröba (Wintersdorf);12296;de:16077:12296;Meuselwitz;16077032;12,370500;51,047328
500;Altenburg (Thür.), Bahnhof (Bus);12511;de:16077:12511;Altenburg;16077001;12,442817;50,996847
500;Altenburg (Thür.), Leipziger Str./Beethovenstr.;12593;de:16077:12593;Altenburg;16077001;12,446569;50,994803
500;Altenburg (Thür.), Leipziger Str./Gewerbegebiet;12669;de:16077:12669;Altenburg;16077001;12,452434;51,006805
500;Altenburg (Thür.), Leipziger Str./Remsaer Str.;12594;de:16077:12594;Altenburg;16077001;12,450603;51,002301
500;Altenburg (Thür.), Museum;12579;de:16077:12579;Altenburg;16077001;12,444498;50,992428
500;Brossen (Meuselwitz), B180;30064;de:16077:30064;Meuselwitz;16077032;12,265678;51,045065
500;Döbitzschen (Langendorf);4233;de:15084:4233;Elsteraue;15084130;12,243459;51,082245
500;Gerstenberg;13020;de:16077:13020;Gerstenberg;16077007;12,440210;51,030340
500;Industriepark (Tröglitz/Elsteraue);4229;de:15084:4229;Elsteraue;15084130;12,194175;51,072850
500;Industriepark (Tröglitz/Elsteraue), Mitte;30873;de:15084:30873;Elsteraue;15084130;12,192005;51,070571
500;Krimmitzschen (Rehmsdorf);3360;de:15084:3360;Elsteraue;15084130;12,225052;51,071902
500;Langendorf (b. Zeitz);4234;de:15084:4234;Elsteraue;15084130;12,256666;51,086544
500;Lehma (Wintersdorf), Wartehalle;12739;de:16077:12739;Treben;16077048;12,424390;51,036263
500;Meuselwitz (Thür.), Busplatz;10702;de:16077:10702;Meuselwitz;16077032;12,299385;51,044261
500;Meuselwitz (Thür.), Luckaer Str.;11307;de:16077:11307;Meuselwitz;16077032;12,301469;51,050496
500;Mumsdorf (Meuselwitz);11686;de:16077:11686;Meuselwitz;16077032;12,267444;51,064258
500;Mumsdorf (Meuselwitz), IKW;13150;de:15084:13150;Meuselwitz;16077032;12,262882;51,070013
500;Neubraunshain;12298;de:16077:12298;Meuselwitz;16077032;12,402727;51,036663
500;Rehmsdorf, Hauptstr.;4214;de:15084:4214;Elsteraue;15084130;12,215265;51,062092
500;Rehmsdorf, Rumsdorfer Platz;4217;de:15084:4217;Elsteraue;15084130;12,215635;51,057541
500;Rehmsdorf, Siedlung;4215;de:15084:4215;Elsteraue;15084130;12,207308;51,061124
500;Schnauderhainichen;10665;de:16077:10665;Meuselwitz;16077032;12,323982;51,057483
500;Staschwitz (Langendorf);4235;de:15084:4235;Elsteraue;15084130;12,253531;51,076660
500;Tröglitz, Neue Str.;4196;de:15084:4196;Elsteraue;15084130;12,181128;51,059107
500;Tröglitz, Post;4197;de:15084:4197;Elsteraue;15084130;12,177367;51,055019
500;Waltersdorf (b. Altenburg);12295;de:16077:12295;Meuselwitz;16077032;12,381715;51,040709
500;Windischleuba, Gewerbegebiet;30387;de:16077:30387;Windischleuba;16077052;12,455705;51,012644
500;Wintersdorf (Altenburger Land), Kulturhaus;12184;de:16077:12184;Meuselwitz;16077032;12,351211;51,055976
500;Wintersdorf (Altenburger Land), Zirndorfer Str.;12185;de:16077:12185;Meuselwitz;16077032;12,355140;51,053093
500;Zeitz, Abzweig Dietrich-Bonhoeffer-Str.;4189;de:15084:4189;Zeitz;15084590;12,155496;51,044966
500;Zeitz, August-Bebel-Str.;4190;de:15084:4190;Zeitz;15084590;12,143545;51,047510
500;Zeitz, Busbahnhof;4122;de:15084:4122;Zeitz;15084590;12,133444;51,055869
500;Zeitz, Gleinaer Str.;12454;de:15084:12454;Zeitz;15084590;12,144902;51,045018
500;Zeitz, Kalktor;4030;de:15084:4030;Zeitz;15084590;12,139054;51,047334
500;Zeitz, Michaelisfriedhof;4218;de:15084:4218;Zeitz;15084590;12,150134;51,045390
500;Zeitz, Platanenweg;4102;de:15084:4102;Zeitz;15084590;12,150542;51,040487
500;Zeitz, Schützenstr.;4275;de:15084:4275;Zeitz;15084590;12,140516;51,050387
500;Zeitz, Weberstr.;4279;de:15084:4279;Zeitz;15084590;12,139450;51,049607
500;Zipsendorf, Friedensplatz;10660;de:16077:10660;Meuselwitz;16077032;12,281327;51,046281
500;Zipsendorf, Werk;10661;de:16077:10661;Meuselwitz;16077032;12,291504;51,046974
600;Bornstedt (Lkr. Börde);1085;de:15083:1085;Hohe Börde;15083298;11,358255;52,180156
600;Drackenstedt, Große Str.;3152;de:15083:3152;Eilsleben;15083190;11,347757;52,154909
600;Dreileben, Neue Hauptstr.;6490;de:15083:6490;Wanzleben-Börde;15083531;11,329111;52,129768
600;Dreileben-Drackenstedt, Bahnhof (Bus);2925;de:15083:2925;Eilsleben;15083190;11,340133;52,144975
600;Druxberge, Hauptstr.;2933;de:15083:2933;Eilsleben;15083190;11,309521;52,155934
600;Emmeringen (Oschersleben), L24;3070;de:15083:3070;Oschersleben (Bode);15083415;11,258659;52,042958
600;Haldensleben, Althaldensleber Str.;22347;de:15083:22347;Haldensleben;15083270;11,422017;52,279460
600;Haldensleben, Gerikestr.;1542;de:15083:1542;Haldensleben;15083270;11,424678;52,279612
600;Haldensleben II;1575;de:15083:1575;Haldensleben;15083270;11,421876;52,268811
600;Haldensleben II, An der Beber;1556;de:15083:1556;Haldensleben;15083270;11,423084;52,263293
600;Haldensleben II, Hundisburger Str.;23017;de:15083:23017;Haldensleben;15083270;11,417352;52,258117
600;Haldensleben II, Post;1548;de:15083:1548;Haldensleben;15083270;11,423344;52,262156
600;Haldensleben II, Wedringer Str.;1549;de:15083:1549;Haldensleben;15083270;11,425894;52,262445
600;Haldensleben, Rottmeisterstr.;1526;de:15083:1526;Haldensleben;15083270;11,415255;52,286897
600;Haldensleben, ZOB;1555;de:15083:1555;Haldensleben;15083270;11,407558;52,284969
600;Hundisburg (Haldensleben);1557;de:15083:1557;Haldensleben;15083270;11,403476;52,246400
600;Hundisburg (Haldensleben), Alte Schule;10417;de:15083:10417;Haldensleben;15083270;11,398113;52,245529
600;Klein Rottmersleben;1185;de:15083:1185;Hohe Börde;15083298;11,375566;52,214102
600;Oschersleben (Bode), Friedrichstr.;3088;de:15083:3088;Oschersleben (Bode);15083415;11,232260;52,032450
600;Oschersleben (Bode), Hagebau;3037;de:15083:3037;Oschersleben (Bode);15083415;11,237443;52,032352
600;Oschersleben (Bode), Kühling;3105;de:15083:3105;Oschersleben (Bode);15083415;11,244329;52,036553
600;Oschersleben (Bode), ZOB;3026;de:15083:3026;Oschersleben (Bode);15083415;11,226603;52,031236
600;Ovelgünne, Bahnhof (Bus);7014;de:15083:7014;Eilsleben;15083190;11,269221;52,141714
600;Ovelgünne, Hauptstr.;3096;de:15083:3096;Eilsleben;15083190;11,273589;52,144857
600;Rottmersleben;1087;de:15083:1087;Hohe Börde;15083298;11,400243;52,213377
600;Rottmersleben, Schule;1088;de:15083:1088;Hohe Börde;15083298;11,397681;52,211730
600;Schermcke, Am Sauren Holz;3133;de:15083:3133;Oschersleben (Bode);15083415;11,287660;52,057643
600;Seehausen (Börde), Busbahnhof;3108;de:15083:3108;Wanzleben-Börde;15083531;11,297537;52,100050
600;Seehausen (Börde), Friedrich-Engels-Str.;3043;de:15083:3043;Wanzleben-Börde;15083531;11,294527;52,102248
601;Haldensleben, Althaldensleber Str.;22347;de:15083:22347;Haldensleben;15083270;11,422017;52,279460
601;Haldensleben, Bülstringer Str.;1551;de:15083:1551;Haldensleben;15083270;11,407779;52,292830
601;Haldensleben, Friedhof;1553;de:15083:1553;Haldensleben;15083270;11,421334;52,286026
601;Haldensleben, Gerikestr.;1542;de:15083:1542;Haldensleben;15083270;11,424678;52,279612
601;Haldensleben, Hagenstr.;1582;de:15083:1582;Haldensleben;15083270;11,406645;52,288403
601;Haldensleben II;1575;de:15083:1575;Haldensleben;15083270;11,421876;52,268811
601;Haldensleben II, An der Beber;1556;de:15083:1556;Haldensleben;15083270;11,423084;52,263293
601;Haldensleben II, Wedringer Str.;1549;de:15083:1549;Haldensleben;15083270;11,425894;52,262445
601;Haldensleben, Klingteich;1554;de:15083:1554;Haldensleben;15083270;11,377324;52,284503
601;Haldensleben, Kreisvolkshochschule;2798;de:15083:2798;Haldensleben;15083270;11,395356;52,286197
601;Haldensleben, Magdeburger Str.;1584;de:15083:1584;Haldensleben;15083270;11,414676;52,289723
601;Haldensleben, Masche;1543;de:15083:1543;Haldensleben;15083270;11,403281;52,292068
601;Haldensleben, Ohrelandhalle;6687;de:15083:6687;Haldensleben;15083270;11,417157;52,287901
601;Haldensleben, Rathaus;6876;de:15083:6876;Haldensleben;15083270;11,412514;52,290666
601;Haldensleben, Rottmeisterstr.;1526;de:15083:1526;Haldensleben;15083270;11,415255;52,286897
601;Haldensleben, Süplinger Berg;1528;de:15083:1528;Haldensleben;15083270;11,392258;52,282566
601;Haldensleben, ZOB;1555;de:15083:1555;Haldensleben;15083270;11,407558;52,284969
601;Hillersleben, Dorf;1868;de:15083:1868;Westheide;15083557;11,490995;52,273880
601;Hillersleben, Siedlung;1161;de:15083:1161;Westheide;15083557;11,475072;52,284228
601;Meseberg (Lkr. Börde);1103;de:15083:1103;Niedere Börde;15083390;11,529561;52,272286
601;Samswegen;1101;de:15083:1101;Niedere Börde;15083390;11,559616;52,259853
601;Samswegen, Schule;1102;de:15083:1102;Niedere Börde;15083390;11,571102;52,259864
601;Vahldorf (Bus);1218;de:15083:1218;Niedere Börde;15083390;11,500703;52,258132
601;Wedringen;1533;de:15083:1533;Haldensleben;15083270;11,465714;52,275148
601;Wedringen, B71;3927;de:15083:3927;Haldensleben;15083270;11,462514;52,272671
601;Wolmirstedt, Bahnhof (Bus);1524;de:15083:1524;Wolmirstedt;15083565;11,634945;52,250481
601;Wolmirstedt, Bahnhofstr.;19927;de:15083:19927;Wolmirstedt;15083565;11,629234;52,250258
601;Wolmirstedt, Geschwister-Scholl-Str.;1561;de:15083:1561;Wolmirstedt;15083565;11,625062;52,251043
601;Wolmirstedt, Gipfelstr. (Ersatzhalt);7043;de:15083:7043;Wolmirstedt;15083565;11,625062;52,251043
601;Wolmirstedt, Julius-Bremer-Str. (Ersatzhalt);7044;de:15083:7044;Wolmirstedt;15083565;11,631236;52,249944
601;Wolmirstedt, Samsweger Str.;1564;de:15083:1564;Wolmirstedt;15083565;11,627735;52,249438
601;Wolmirstedt, Str. der deutschen Einheit;1493;de:15083:1493;Wolmirstedt;15083565;11,615723;52,250639
602;Domersleben, Wanzlebener Str.;2926;de:15083:2926;Wanzleben-Börde;15083531;11,442574;52,091649
602;Hohendodeleben, Buttenkrug;3119;de:15083:3119;Wanzleben-Börde;15083531;11,509247;52,103228
602;Hohendodeleben, Gewerbegebiet;7578;de:15083:7578;Wanzleben-Börde;15083531;11,517062;52,103052
602;Hohendodeleben, Nordstr.;3139;de:15083:3139;Wanzleben-Börde;15083531;11,505746;52,106907
602;Hohendodeleben, Schleibnitzer Str.;3162;de:15083:3162;Wanzleben-Börde;15083531;11,500705;52,103185
602;Hohendodeleben, Stern;3140;de:15083:3140;Wanzleben-Börde;15083531;11,501959;52,103419
602;Klein Wanzleben, Hofbreite;7049;de:15083:7049;Wanzleben-Börde;15083531;11,374979;52,071916
602;Klein Wanzleben, Mühlenplan;3008;de:15083:3008;Wanzleben-Börde;15083531;11,357841;52,068080
602;Klein Wanzleben, Zum Sportplatz;22807;de:15083:22807;Wanzleben-Börde;15083531;11,368918;52,071516
602;Magdeburg, Aßmannstr.;7356;de:15003:7356;Magdeburg;15003000;11,583662;52,102383
602;Magdeburg, Friedhof Klein Ottersleben;15929;de:15003:15929;Magdeburg;15003000;11,566511;52,098093
602;Magdeburg, Goethepark;7338;de:15003:7338;Magdeburg;15003000;11,579908;52,100578
602;Magdeburg, Lüttgen-Ottersleben;3009;de:15003:3009;Magdeburg;15003000;11,563815;52,097900
602;Magdeburg, Niendorfer Str.;3138;de:15003:3138;Magdeburg;15003000;11,573638;52,098917
602;Magdeburg, Sudenburg, Braunlager Str.;7306;de:15003:7306;Magdeburg;15003000;11,593658;52,107368
602;Magdeburg, ZOB;2985;de:15003:2985;Magdeburg;15003000;11,624352;52,131311
602;Meyendorf, B246a (Remkersleben);2996;de:15083:2996;Wanzleben-Börde;15083531;11,331407;52,090099
602;Remkersleben, Hauptstr.;3022;de:15083:3022;Wanzleben-Börde;15083531;11,355558;52,088162
602;Schleibnitz, Hauptstr. (Wanzleben);3051;de:15083:3051;Wanzleben-Börde;15083531;11,486078;52,076149
602;Schleibnitz, Mühle (Wanzleben);3041;de:15083:3041;Wanzleben-Börde;15083531;11,478742;52,075665
602;Schleibnitz, Sportplatz;3711;de:15083:3711;Wanzleben-Börde;15083531;11,493270;52,076680
602;Seehausen (Börde), Busbahnhof;3108;de:15083:3108;Wanzleben-Börde;15083531;11,297537;52,100050
602;Wanzleben, Bahnhof (Bus);3071;de:15083:3071;Wanzleben-Börde;15083531;11,446758;52,064091
602;Wanzleben, Lindenpromenade;3014;de:15083:3014;Wanzleben-Börde;15083531;11,437929;52,062395
602;Wanzleben, Rudolf-Breitscheid-Str.;3029;de:15083:3029;Wanzleben-Börde;15083531;11,440206;52,059220
603;Ampfurth (Oschersleben);2943;de:15083:2943;Oschersleben (Bode);15083415;11,312818;52,062501
603;Domersleben, Hemsdorfer Weg;3125;de:15083:3125;Wanzleben-Börde;15083531;11,433203;52,093021
603;Domersleben, Krugberg;2937;de:15083:2937;Wanzleben-Börde;15083531;11,434684;52,091731
603;Domersleben, Wanzlebener Str.;2926;de:15083:2926;Wanzleben-Börde;15083531;11,442574;52,091649
603;Emmeringen (Oschersleben), L24;3070;de:15083:3070;Oschersleben (Bode);15083415;11,258659;52,042958
603;Hohendodeleben, Buttenkrug;3119;de:15083:3119;Wanzleben-Börde;15083531;11,509247;52,103228
603;Hohendodeleben, Gewerbegebiet;7578;de:15083:7578;Wanzleben-Börde;15083531;11,517062;52,103052
603;Hohendodeleben, K1223;3764;de:15083:3764;Wanzleben-Börde;15083531;11,488893;52,102617
603;Hohendodeleben, Stern;3140;de:15083:3140;Wanzleben-Börde;15083531;11,501959;52,103419
603;Klein Wanzleben, Freibad;22406;de:15083:22406;Wanzleben-Börde;15083531;11,351144;52,072214
603;Klein Wanzleben, Hauptstr.;3020;de:15083:3020;Wanzleben-Börde;15083531;11,365455;52,070009
603;Klein Wanzleben, Hofbreite;7049;de:15083:7049;Wanzleben-Börde;15083531;11,374979;52,071916
603;Klein Wanzleben, Mühlenplan;3008;de:15083:3008;Wanzleben-Börde;15083531;11,357841;52,068080
603;Klein Wanzleben, Zum Sportplatz;22807;de:15083:22807;Wanzleben-Börde;15083531;11,368918;52,071516
603;Magdeburg, Aßmannstr.;7356;de:15003:7356;Magdeburg;15003000;11,583662;52,102383
603;Magdeburg, Friedhof Klein Ottersleben;15929;de:15003:15929;Magdeburg;15003000;11,566511;52,098093
603;Magdeburg, Goethepark;7338;de:15003:7338;Magdeburg;15003000;11,579908;52,100578
603;Magdeburg, Lüttgen-Ottersleben;3009;de:15003:3009;Magdeburg;15003000;11,563815;52,097900
603;Magdeburg, Niendorfer Str.;3138;de:15003:3138;Magdeburg;15003000;11,573638;52,098917
603;Magdeburg, Sudenburg, Braunlager Str.;7306;de:15003:7306;Magdeburg;15003000;11,593658;52,107368
603;Magdeburg, ZOB;2985;de:15003:2985;Magdeburg;15003000;11,624352;52,131311
603;Oschersleben (Bode), Friedrichstr.;3088;de:15083:3088;Oschersleben (Bode);15083415;11,232260;52,032450
603;Oschersleben (Bode), Hagebau;3037;de:15083:3037;Oschersleben (Bode);15083415;11,237443;52,032352
603;Oschersleben (Bode), Kühling;3105;de:15083:3105;Oschersleben (Bode);15083415;11,244329;52,036553
603;Oschersleben (Bode), Seehäuser Weg;3137;de:15083:3137;Oschersleben (Bode);15083415;11,238403;52,036972
603;Oschersleben (Bode), Windhorststr.;2949;de:15083:2949;Oschersleben (Bode);15083415;11,219749;52,031734
603;Oschersleben (Bode), ZOB;3026;de:15083:3026;Oschersleben (Bode);15083415;11,226603;52,031236
603;Schermcke, Ampfurther Str.;2970;de:15083:2970;Oschersleben (Bode);15083415;11,289678;52,056615
603;Wanzleben, Bahnhof (Bus);3071;de:15083:3071;Wanzleben-Börde;15083531;11,446758;52,064091
603;Wanzleben, Friedhof;3097;de:15083:3097;Wanzleben-Börde;15083531;11,445444;52,059812
603;Wanzleben, Gymnasium;3052;de:15083:3052;Wanzleben-Börde;15083531;11,447299;52,057185
603;Wanzleben, Lindenpromenade;3014;de:15083:3014;Wanzleben-Börde;15083531;11,437929;52,062395
603;Wanzleben, Rudolf-Breitscheid-Str.;3029;de:15083:3029;Wanzleben-Börde;15083531;11,440206;52,059220
700;Bischofrode;2698;de:15087:2698;Eisleben;15087130;11,536898;51,487611
700;Farnstädt;2598;de:15088:2598;Farnstädt;15088100;11,567161;51,427535
700;Helfta (Lu. Eisleben), B80;2504;de:15087:2504;Eisleben;15087130;11,567715;51,513478
700;Holzzelle (Rothenschirmbach), Abzweig;2472;de:15087:2472;Eisleben;15087130;11,548420;51,467501
700;Lu. Eisleben, Bahnhof (Bus);2635;de:15087:2635;Eisleben;15087130;11,552016;51,518487
700;Lu. Eisleben, Breiter Weg;2636;de:15087:2636;Eisleben;15087130;11,539322;51,527825
700;Lu. Eisleben, Busbahnhof;2637;de:15087:2637;Eisleben;15087130;11,548543;51,531383
700;Lu. Eisleben, Ecke Hohetorstr.;2639;de:15087:2639;Eisleben;15087130;11,542603;51,530073
700;Lu. Eisleben, Friedensstr.;2616;de:15087:2616;Eisleben;15087130;11,543060;51,521720
700;Lu. Eisleben, Fritz-Wenck-Str.;2618;de:15087:2618;Eisleben;15087130;11,538306;51,524862
700;Lu. Eisleben, Hallesche Str.;2627;de:15087:2627;Eisleben;15087130;11,559465;51,520527
700;Lu. Eisleben, Herner Str.;9516;de:15087:9516;Eisleben;15087130;11,577810;51,512636
700;Lu. Eisleben, Kalter Graben;2622;de:15087:2622;Eisleben;15087130;11,563852;51,516799
700;Lu. Eisleben, Kloster Helfta;2502;de:15087:2502;Eisleben;15087130;11,582978;51,508990
700;Lu. Eisleben, Landwehr;2634;de:15087:2634;Eisleben;15087130;11,556007;51,523632
700;Lu. Eisleben, Mansfelder Hof;2628;de:15087:2628;Eisleben;15087130;11,552537;51,525991
700;Lu. Eisleben, Plan (Zentrum);3368;de:15087:3368;Eisleben;15087130;11,549509;51,527775
700;Lu. Eisleben, Rathenaustr.;2605;de:15087:2605;Eisleben;15087130;11,554847;51,520403
700;Lu. Eisleben, 3E Einkaufspark;2620;de:15087:2620;Eisleben;15087130;11,575472;51,513317
700;Querfurt, Bauhof;4109;de:15088:4109;Querfurt;15088305;11,613291;51,385105
700;Querfurt, Europahaus;4232;de:15088:4232;Querfurt;15088305;11,606740;51,384361
700;Querfurt, Geistpromenade;2319;de:15088:2319;Querfurt;15088305;11,600364;51,375818
700;Querfurt, Grundschule;30022;de:15088:30022;Querfurt;15088305;11,600934;51,381560
700;Querfurt, Merseburger Str.;2300;de:15088:2300;Querfurt;15088305;11,609385;51,381363
700;Querfurt, ZOB;2318;de:15088:2318;Querfurt;15088305;11,597902;51,383065
700;Rothenschirmbach;2279;de:15087:2279;Eisleben;15087130;11,545717;51,454129
720;Büden, Am Bahnhof;6053;de:15086:6053;Gommern;15086055;11,835696;52,140986
720;Heyrothsberge, B184;6113;de:15086:6113;Biederitz;15086005;11,737512;52,137204
720;Heyrothsberge, Ziegelei;6156;de:15086:6156;Biederitz;15086005;11,743360;52,136070
720;Königsborn, Am Bahnhof;5997;de:15086:5997;Biederitz;15086005;11,761620;52,133217
720;Königsborn, B184;6071;de:15086:6071;Biederitz;15086005;11,757775;52,132704
720;Königsborn, Eiche;5894;de:15086:5894;Biederitz;15086005;11,758919;52,133711
720;Landhaus Zeddenick/B246;20130;de:15086:20130;Möckern;15086140;11,869844;52,129210
720;Loburg, Bahnhofstr.;7721;de:15086:7721;Möckern;15086140;12,088052;52,115465
720;Loburg, Markt;7719;de:15086:7719;Möckern;15086140;12,073800;52,115272
720;Loburg, Padegrim;7743;de:15086:7743;Möckern;15086140;12,057889;52,115156
720;Magdeburg, Allee-Center;4493;de:15003:4493;Magdeburg;15003000;11,637321;52,130779
720;Magdeburg, Friedensweiler;7434;de:15003:7434;Magdeburg;15003000;11,713623;52,134997
720;Magdeburg, Georg-Heidler-Str./Jerichower Platz;6554;de:15003:6554;Magdeburg;15003000;11,665261;52,132424
720;Magdeburg, Hohefeld-Privatweg;7430;de:15003:7430;Magdeburg;15003000;11,693366;52,132415
720;Magdeburg, Mühlenstr.;6879;de:15003:6879;Magdeburg;15003000;11,644386;52,135790
720;Magdeburg, ZOB;2985;de:15003:2985;Magdeburg;15003000;11,624352;52,131311
720;Möckern (Jerichower Land), Bahnhofstr.;6025;de:15086:6025;Möckern;15086140;11,952086;52,142703
720;Möckern (Jerichower Land), Dalchauer Damm;5981;de:15086:5981;Möckern;15086140;11,992932;52,125580
720;Möckern (Jerichower Land), Magdeburger Str.;7176;de:15086:7176;Möckern;15086140;11,947255;52,141246
720;Möckern (Jerichower Land), Schule;5904;de:15086:5904;Möckern;15086140;11,959393;52,140300
720;Möckern (Jerichower Land), Siedlung;6045;de:15086:6045;Möckern;15086140;11,958301;52,133530
720;Nedlitz (b. Magdeburg);6152;de:15086:6152;Gommern;15086055;11,830203;52,127634
720;Neu Königsborn;5934;de:15086:5934;Biederitz;15086005;11,776235;52,134267
720;Zeddenick (Sachsen-Anhalt) (Bus);6079;de:15086:6079;Möckern;15086140;11,900064;52,139734
720;Zeppernick (Bus);7742;de:15086:7742;Möckern;15086140;12,022860;52,125356
721;Atzendorf (Geusa), Abzweig;9596;de:15088:9596;Merseburg;15088220;11,956647;51,341324
721;Biendorf (Mücheln);9619;de:15088:9619;Mücheln (Geiseltal);15088235;11,831235;51,301404
721;Blösien, Bergmannsring;9622;de:15088:9622;Merseburg;15088220;11,924626;51,331933
721;Braunsbedra, Atlantis;9627;de:15088:9627;Braunsbedra;15088065;11,875646;51,285684
721;Braunsbedra, Friedhof;9629;de:15088:9629;Braunsbedra;15088065;11,899324;51,287149
721;Braunsbedra, Grundschule;9630;de:15088:9630;Braunsbedra;15088065;11,884302;51,286091
721;Braunsbedra, Marina;31128;de:15088:31128;Braunsbedra;15088065;11,867640;51,296390
721;Braunsbedra, Neumark;9634;de:15088:9634;Braunsbedra;15088065;11,871631;51,293487
721;Braunsbedra, Parksiedlung;9632;de:15088:9632;Braunsbedra;15088065;11,881527;51,283678
721;Braunsbedra, Postplatz;31129;de:15088:31129;Braunsbedra;15088065;11,885415;51,285744
721;Braunsbedra, S-Bahnhof (Bus);22471;de:15088:22471;Braunsbedra;15088065;11,884811;51,287751
721;Braunsbedra, Zentrum;9633;de:15088:9633;Braunsbedra;15088065;11,887869;51,284897
721;Frankleben, Merseburger Str.;22468;de:15088:22468;Braunsbedra;15088065;11,933261;51,312539
721;Geusa, Beunaer Weg;27501;de:15088:27501;Merseburg;15088220;11,938229;51,335251
721;Geusa, Dorfplatz;9713;de:15088:9713;Merseburg;15088220;11,939494;51,337746
721;Geusa, Schule;9714;de:15088:9714;Merseburg;15088220;11,941005;51,335802
721;Geusa, Siedlung;9716;de:15088:9716;Merseburg;15088220;11,947168;51,339684
721;Krumpa, Addinol;9822;de:15088:9822;Braunsbedra;15088065;11,849657;51,295724
721;Krumpa, Hauptstr.;9823;de:15088:9823;Braunsbedra;15088065;11,844058;51,297479
721;Merseburg, Agentur für Arbeit;10429;de:15088:10429;Merseburg;15088220;11,972500;51,344932
721;Merseburg, Fliederweg;9897;de:15088:9897;Merseburg;15088220;11,983762;51,349006
721;Merseburg, Geusaer Str.;10423;de:15088:10423;Merseburg;15088220;11,978789;51,347164
721;Merseburg, Hochschule;30943;de:15088:30943;Merseburg;15088220;11,974790;51,345710
721;Merseburg, Thomas-Müntzer-Park;16761;de:15088:16761;Merseburg;15088220;11,983229;51,352077
721;Merseburg, Zentralfriedhof;9907;de:15088:9907;Merseburg;15088220;11,960239;51,342249
721;Merseburg, ZOB;10133;de:15088:10133;Merseburg;15088220;11,991200;51,355631
721;Mücheln (Geiseltal), Bürgermeister-Fritsch-Str.;9921;de:15088:9921;Mücheln (Geiseltal);15088235;11,808276;51,299889
721;Mücheln (Geiseltal), Grundschule;9918;de:15088:9918;Mücheln (Geiseltal);15088235;11,811341;51,303259
721;Mücheln (Geiseltal), Tankstelle;9923;de:15088:9923;Mücheln (Geiseltal);15088235;11,813400;51,304558
724;Burgliebenau;9639;de:15088:9639;Schkopau;15088330;12,044608;51,391163
724;Döllnitz, An der Gartenanlage;5102;de:15088:5102;Schkopau;15088330;12,033011;51,405939
724;Döllnitz (b. Halle), Berliner Str.;3936;de:15088:3936;Schkopau;15088330;12,027582;51,407528
724;Döllnitz (b. Halle), Mühlenstr.;5097;de:15088:5097;Schkopau;15088330;12,024304;51,411443
724;Ermlitz, An der Mühle;9678;de:15088:9678;Schkopau;15088330;12,162097;51,391006
724;Ermlitz, Pestalozzistr.;9681;de:15088:9681;Schkopau;15088330;12,157002;51,391108
724;Halle (Saale), Ammendorf;5217;de:15002:5217;Halle (Saale);15002000;11,986606;51,424656
724;Halle (Saale), Karl-Meißner-Str.;9756;de:15002:9756;Halle (Saale);15002000;11,999950;51,422660
724;Halle (Saale), Radewell;5260;de:15002:5260;Halle (Saale);15002000;11,992173;51,423803
724;Halle (Saale), Radeweller Str.;5225;de:15002:5225;Halle (Saale);15002000;11,996661;51,422502
724;Halle (Saale), Richard-Loesche-Str.;3938;de:15002:3938;Halle (Saale);15002000;12,007574;51,420505
724;Lochau (b. Halle), Abzweig Burgliebenau;9868;de:15088:9868;Schkopau;15088330;12,048704;51,398294
724;Lochau (b. Halle), An der Feuerwehr;30696;de:15088:30696;Schkopau;15088330;12,056216;51,397361
724;Lochau (b. Halle), Gaststätte;11268;de:15088:11268;Schkopau;15088330;12,049980;51,398890
724;Lochau (b. Halle), Sportplatz;9872;de:15088:9872;Schkopau;15088330;12,045966;51,399921
724;Merseburg, Freiimfelde;23200;de:15088:23200;Merseburg;15088220;11,986539;51,384171
724;Merseburg, Hälterstr.;9898;de:15088:9898;Merseburg;15088220;11,996942;51,358676
724;Merseburg, Nord, Denkmalhof;10137;de:15088:10137;Merseburg;15088220;11,990493;51,365719
724;Merseburg, Nord, Fritz-Reuter-Str.;9996;de:15088:9996;Merseburg;15088220;11,988565;51,370948
724;Merseburg, Nord, Triebelstr.;9904;de:15088:9904;Merseburg;15088220;11,989468;51,370484
724;Merseburg, Stadtbibliothek;30854;de:15088:30854;Merseburg;15088220;11,991947;51,358723
