Liniennummer;Referenzhaltestelle Name;Referenzhaltestelle Nummer;Referenzhaltestelle Globale ID;Referenzhaltestelle Gemeinde;Referenzhaltestelle Gemeinde AGS;Referenzhaltestelle X-Koord.;Referenzhaltestelle Y-Koord.
450;Thürungen, Abzweig;2153;de:15087:2153;Kelbra (Kyffhäuser);15087250;11,034600;51,440711
450;Tilleda (Kyffhäuser);2154;de:15087:2154;Kelbra (Kyffhäuser);15087250;11,140703;51,420823
450;Tilleda (Kyffhäuser), Königspfalz;15821;de:15087:15821;Kelbra (Kyffhäuser);15087250;11,133581;51,419479
450;Uftrungen, Wendeplatz;2106;de:15087:2106;Südharz;15087412;10,978038;51,498169
450;Uftrungen, Zoll;2158;de:15087:2158;Südharz;15087412;10,983497;51,485267
460;Braunschwende;2680;de:15087:2680;Mansfeld;15087275;11,245872;51,590763
460;Braunschwende, Abzweig;2681;de:15087:2681;Mansfeld;15087275;11,252510;51,595706
460;Braunschwende, Alte Mühle;2679;de:15085:2679;Harzgerode;15085145;11,231064;51,597935
460;Forsthaus Brumbach (Grillenberg);2600;de:15087:2600;Sangerhausen;15087370;11,298590;51,556993
460;Forsthaus Pölsfeld;2591;de:15087:2591;Sangerhausen;15087370;11,314082;51,523264
460;Gonna;2565;de:15087:2565;Sangerhausen;15087370;11,323825;51,508580
460;Gonna, Schmiede;2563;de:15087:2563;Sangerhausen;15087370;11,328888;51,510682
460;Gonna, Siedlung;2564;de:15087:2564;Sangerhausen;15087370;11,316604;51,504821
460;Grillenberg;2543;de:15087:2543;Sangerhausen;15087370;11,310266;51,532994
460;Grillenberg, Bad;2542;de:15087:2542;Sangerhausen;15087370;11,310693;51,537445
460;Grillenberg, Schule;2544;de:15087:2544;Sangerhausen;15087370;11,311219;51,528202
460;Harzgerode, Augustenstr.;5477;de:15085:5477;Harzgerode;15085145;11,147298;51,640217
460;Harzgerode, Bahnhof (Bus);5529;de:15085:5529;Harzgerode;15085145;11,142713;51,643168
460;Kirchenholz (Neudorf);6562;de:15085:6562;Harzgerode;15085145;11,151794;51,622273
460;Königerode, Oberdorf;146;de:15085:146;Harzgerode;15085145;11,198533;51,603266
460;Königerode, Ort;5467;de:15085:5467;Harzgerode;15085145;11,203702;51,602386
460;Neues Schloss (Popperode);2357;de:15087:2357;Mansfeld;15087275;11,263270;51,596713
460;Obersdorf (Lkr. Mansfeld-Südharz);2346;de:15087:2346;Sangerhausen;15087370;11,324102;51,520800
460;Obersdorf (Lkr. Mansfeld-Südharz), Schenkplatz;2345;de:15087:2345;Sangerhausen;15087370;11,325122;51,521023
460;Pferdeköpfe (Grillenberg);1587;de:15087:1587;Sangerhausen;15087370;11,300694;51,551252
460;Pölsfeld;2314;de:15087:2314;Sangerhausen;15087370;11,342537;51,526780
460;Popperode (Wippra);2316;de:15087:2316;Sangerhausen;15087370;11,265137;51,586959
460;Sangerhausen, Am Schützenplatz;22801;de:15087:22801;Sangerhausen;15087370;11,293980;51,471393
460;Sangerhausen, Bonifatiusplatz;2253;de:15087:2253;Sangerhausen;15087370;11,303825;51,479668
460;Sangerhausen, Borngasse;17188;de:15087:17188;Sangerhausen;15087370;11,301655;51,478308
460;Sangerhausen, Brandrain;2254;de:15087:2254;Sangerhausen;15087370;11,313782;51,479822
460;Sangerhausen, Busbahnhof;2233;de:15087:2233;Sangerhausen;15087370;11,295806;51,479385
460;Sangerhausen, Erfurter Str.;2236;de:15087:2236;Sangerhausen;15087370;11,296903;51,467407
460;Sangerhausen, Förderzentrum;22344;de:15087:22344;Sangerhausen;15087370;11,288759;51,459970
460;Sangerhausen, Franz-Heymann-Str.;2240;de:15087:2240;Sangerhausen;15087370;11,304464;51,482901
460;Sangerhausen, Karl-Liebknecht-Str.;2245;de:15087:2245;Sangerhausen;15087370;11,291954;51,464573
460;Sangerhausen, Kupferhütte;2243;de:15087:2243;Sangerhausen;15087370;11,309618;51,490297
460;Sangerhausen, Obere Karl-Liebknecht-Str.;2222;de:15087:2222;Sangerhausen;15087370;11,297410;51,456870
460;Sangerhausen, Otto-Grotewohl-Str.;3605;de:15087:3605;Sangerhausen;15087370;11,321315;51,476221
460;Sangerhausen, Polizeirevier;2110;de:15087:2110;Sangerhausen;15087370;11,290932;51,473754
460;Sangerhausen, Riestedter Str.;2221;de:15087:2221;Sangerhausen;15087370;11,308794;51,476559
460;Sangerhausen, Scholl-Gymnasium;2223;de:15087:2223;Sangerhausen;15087370;11,294566;51,462140
460;Sangerhausen, Walkmühle;2230;de:15087:2230;Sangerhausen;15087370;11,311265;51,489554
460;Wippra, Bahnhof (Bus);2112;de:15087:2112;Sangerhausen;15087370;11,281748;51,576910
460;Wippra, Bottchenbachstr.;2113;de:15087:2113;Sangerhausen;15087370;11,268480;51,579622
460;Wippra (Bus);2115;de:15087:2115;Sangerhausen;15087370;11,276254;51,572639
460;Wippra, Landgraben;2114;de:15087:2114;Sangerhausen;15087370;11,272192;51,576233
705;Esperstedt (b. Querfurt);9679;de:15088:9679;Obhausen;15088265;11,672684;51,424195
705;Esperstedt (b. Querfurt), Friedhof;30982;de:15088:30982;Obhausen;15088265;11,666083;51,421234
705;Esperstedt (b. Querfurt), Kindergarten;22571;de:15088:22571;Obhausen;15088265;11,668762;51,423529
705;Esperstedt (b. Querfurt), Querfurter Str.;30983;de:15088:30983;Obhausen;15088265;11,660527;51,419158
705;Kuckenburg, Abzweig;9581;de:15088:9581;Obhausen;15088265;11,645044;51,409503
705;Obhausen, Abzweig;9962;de:15088:9962;Obhausen;15088265;11,644632;51,409836
705;Obhausen (Bus);9956;de:15088:9956;Obhausen;15088265;11,654865;51,391686
705;Obhausen, Rosa-Luxemburg-Str.;19920;de:15088:19920;Obhausen;15088265;11,651815;51,394857
705;Obhausen, Waidawinkel;30855;de:15088:30855;Obhausen;15088265;11,651713;51,389600
705;Querfurt, Grundschule;30022;de:15088:30022;Querfurt;15088305;11,600934;51,381560
705;Querfurt, Merseburger Str.;2300;de:15088:2300;Querfurt;15088305;11,609385;51,381363
705;Querfurt, ZOB;2318;de:15088:2318;Querfurt;15088305;11,597902;51,383065
705;Röblingen am See,  Augenarzt;10003;de:15087:10003;Seegebiet Mansfelder Land;15087386;11,671380;51,458019
705;Röblingen am See, Ambulanz;2293;de:15087:2293;Seegebiet Mansfelder Land;15087386;11,678720;51,447225
705;Röblingen am See, Bahnhof (Bus);2294;de:15087:2294;Seegebiet Mansfelder Land;15087386;11,669094;51,462755
705;Röblingen am See, Einkaufszentrum bzw. Kondi;10001;de:15087:10001;Seegebiet Mansfelder Land;15087386;11,671692;51,452034
705;Schafsee (Schraplau);10030;de:15088:10030;Schraplau;15088340;11,651164;51,431777
705;Schraplau (Bus);10050;de:15088:10050;Schraplau;15088340;11,663125;51,438114
705;Schraplau, Siedlung;10054;de:15088:10054;Schraplau;15088340;11,656532;51,436043
705;Stedten, Kreuzung;2749;de:15087:2749;Seegebiet Mansfelder Land;15087386;11,682355;51,441981
708;Grockstädt;9732;de:15088:9732;Querfurt;15088305;11,579428;51,328192
708;Grockstädt, Abzweig;785;de:15088:785;Querfurt;15088305;11,575946;51,327505
708;Kleineichstädt (Grockstädt);9785;de:15088:9785;Querfurt;15088305;11,553560;51,326467
708;Leimbach (b. Querfurt), Gaststätte;2412;de:15088:2412;Querfurt;15088305;11,548886;51,355760
708;Liederstädt, Ambulanz (Vitzenburg);9863;de:15088:9863;Querfurt;15088305;11,583219;51,306540
708;Liederstädt, Feuerwehr;9865;de:15088:9865;Querfurt;15088305;11,579547;51,309346
708;Nebra (Unstrut), Bahnhof (Bus);5688;de:15084:5688;Nebra (Unstrut);15084360;11,570463;51,283617
708;Nebra (Unstrut), Busbahnhof;20077;de:15084:20077;Nebra (Unstrut);15084360;11,581110;51,287887
