Abgabenart;Veranlagungsjahr;Beschreibung;Beschreibung1;Beschreibung2;Tarif;Mindestbetrag;Höchstbetrag;Währung;Satzung;vom;ab;bis
Hundesteuer;2014;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2015;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2015;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2015;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2015;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2015;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2015;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2015;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2015;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2015;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2015;Hund aus Tierheim;Steuerbefreiung ein Jahr;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2015;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2016;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2016;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2016;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2016;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2016;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2016;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2016;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2016;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2016;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2016;Hund aus Tierheim;Steuerbefreiung ein Jahr;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2016;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2017;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2017;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2017;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2017;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2017;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2017;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2017;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2017;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2017;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2017;Hund aus Tierheim;Steuerbefreiung ein Jahr;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2017;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2018;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2018;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2018;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2018;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2018;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2018;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2018;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2018;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2018;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2018;Hund aus Tierheim;Steuerbefreiung ein Jahr;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.05.2007;
Hundesteuer;2018;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2018;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;15.03.2007;01.01.2008;
Hundesteuer;2019;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung ein Jahr;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2019;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung ein Jahr;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2020;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung ein Jahr;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;10.10.2021
Hundesteuer;2021;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung drei Jahre;;0,00;;;Euro/Jahr;Hundesteuersatzung;27.01.2022;11.10.2021;
Hundesteuer;2021;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2021;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung drei Jahre;;0,00;;;Euro/Jahr;Hundesteuersatzung;27.01.2022;11.10.2021;
Hundesteuer;2022;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2022;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung drei Jahre;;0,00;;;Euro/Jahr;Hundesteuersatzung;27.01.2022;11.10.2021;
Hundesteuer;2023;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2023;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2024;Ersthund                           ;;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;31.07.2024
Hundesteuer;2024;Zweithund                          ;;;144,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;31.07.2024
Hundesteuer;2024;weitere Hunde                      ;;;192,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;31.07.2024
Hundesteuer;2024;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;500,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;31.07.2024
Hundesteuer;2024;nicht ordnungsgem. gehalt. Hund    ;;;250,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;31.07.2024
Hundesteuer;2024;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;96,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;31.07.2024
Hundesteuer;2024;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2024;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2024;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2024;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung drei Jahre;;0,00;;;Euro/Jahr;Hundesteuersatzung;27.01.2022;11.10.2021;
Hundesteuer;2024;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;
Hundesteuer;2024;ermäßigter Hund (SGB II/XII);Ermäßigung;;48,00;;;Euro/Jahr;Hundesteuersatzung;14.06.2018;01.07.2018;31.07.2024
Hundesteuer;2024;Ersthund                           ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;Zweithund                          ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;weitere Hunde                      ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;nicht ordnungsgem. gehalt. Hund    ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung drei Jahre;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;ermäßigter Hund (SGB II/XII);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;ermäßigter Hund (Otto City Card);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;ermäßigter Hund (Wohngeld);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2024;ermäßigter Hund (Kinderzuschlag);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;Ersthund                           ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;Zweithund                          ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;weitere Hunde                      ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;nicht ordnungsgem. gehalt. Hund    ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung drei Jahre;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;ermäßigter Hund (SGB II/XII);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;ermäßigter Hund (Otto City Card);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;ermäßigter Hund (Wohngeld);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2025;ermäßigter Hund (Kinderzuschlag);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;Ersthund                           ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;Zweithund                          ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;weitere Hunde                      ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;gefährlicher Hund § 6 (1) 4;;aggressive/bissige Hunde;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;nicht ordnungsgem. gehalt. Hund    ;;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;Hund/e aus Tierheim Magdeburg      ;Ermäßigung;;114,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;Rettungs/Diensthunde ö/r Körpersch.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;steuerfreier Hund/Gehörlosigkeit   ;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;Hund/e aus Tierheim Magdeburg      ;Steuerbefreiung drei Jahre;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;Jagdhund;Steuerbefreiung;;0,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;ermäßigter Hund (SGB II/XII);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;ermäßigter Hund (Otto City Card);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;ermäßigter Hund (Wohngeld);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Hundesteuer;2026;ermäßigter Hund (Kinderzuschlag);Ermäßigung;;57,00;;;Euro/Jahr;Hundesteuersatzung;15.07.2024;01.08.2024;
Vergnügungssteuer;1991;Tanz- und karnevalistische Veranstaltungen;Tanz- und karnevalistische Veranstaltungen;Kartensteuer;10,00;;;Prozent;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
Vergnügungssteuer;1991;Tanz- und karnevalistische Veranstaltungen;Tanz- und karnevalistische Veranstaltungen;Pauschsteuer;1,00;;;DM/10m²;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
Vergnügungssteuer;1991;Tanz- und karnevalistische Veranstaltungen;Tanz- und karnevalistische Veranstaltungen;Roheinnahme;10,00;;;Prozent;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
Vergnügungssteuer;1991;Schönheitstänze, Schaustellung von Personen u.ä.;Schönheitstänze, Schaustellung von Personen u.ä.;Kartensteuer;20,00;;;Prozent;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
Vergnügungssteuer;1991;Schönheitstänze, Schaustellung von Personen u.ä.;Schönheitstänze, Schaustellung von Personen u.ä.;Pauschsteuer;2,00;;;DM/10m²;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
Vergnügungssteuer;1991;Schönheitstänze, Schaustellung von Personen u.ä.;Schönheitstänze, Schaustellung von Personen u.ä.;Roheinnahme;20,00;;;Prozent;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
Vergnügungssteuer;1991;Filmveranstaltungen;Filmveranstaltungen;Kartensteuer;20,00;;;Prozent;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
Vergnügungssteuer;1991;Filmveranstaltungen;Filmveranstaltungen;Pauschsteuer;1,00;;;DM/10m²;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
Vergnügungssteuer;1991;Filmveranstaltungen;Filmveranstaltungen;Roheinnahme;20,00;;;Prozent;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
Vergnügungssteuer;1991;Ausspielen von Geld- oder Gegenständen;in Spielhallen, Spielclubs u.ä.;Kartensteuer;20,00;;;Prozent;Vergnügungssteuersatzung;14.03.1991;01.04.1991;14.06.1991
