Abgabenart;Veranlagungsjahr;Beschreibung;Beschreibung1;Beschreibung2;Tarif;Mindestbetrag;Höchstbetrag;Währung;Satzung;vom;ab;bis
Beherbergungssteuer;2025;Steuersatz auf das Beherbergungsentgelt;;;5,00;;;Prozent;Beherbergungssteuersatzung;29.11.2024;01.04.2025;
Beherbergungssteuer;2026;Steuersatz auf das Beherbergungsentgelt;;;5,00;;;Prozent;Beherbergungssteuersatzung;29.11.2024;01.04.2025;
Gewerbesteuer;1991;Hebesatz;;;320,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;1992;Hebesatz;;;320,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;1993;Hebesatz;;;320,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;1994;Hebesatz;;;400,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;1995;Hebesatz;;;400,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;1996;Hebesatz;;;400,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;1997;Hebesatz;;;420,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;1998;Hebesatz;;;420,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;1999;Hebesatz;;;420,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2000;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2001;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2002;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2003;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2004;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2005;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2006;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2007;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2008;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2009;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2010;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2011;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2012;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2013;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2014;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2015;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2016;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2017;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2018;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2019;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2020;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2021;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2022;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2023;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2024;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2025;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Gewerbesteuer;2026;Hebesatz;;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;1991;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;200,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;1992;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;200,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;1993;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;200,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;1994;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;200,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;1995;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;200,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;1996;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;200,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;1997;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;200,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;1998;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;200,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;1999;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2000;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2001;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2002;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2003;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2004;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2005;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2006;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2007;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2008;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2009;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2010;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2011;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2012;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2013;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2014;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2015;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2016;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2017;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2018;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2019;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2020;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2021;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2022;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2023;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2024;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;250,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2025;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;340,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer A;2026;Hebesatz;für Betriebe der Land- und Forstwirtschaft;;340,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;1991;Hebesatz;für Grundstücke;;390,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;1992;Hebesatz;für Grundstücke;;390,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;1993;Hebesatz;für Grundstücke;;390,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;1994;Hebesatz;für Grundstücke;;390,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;1995;Hebesatz;für Grundstücke;;390,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;1996;Hebesatz;für Grundstücke;;390,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;1997;Hebesatz;für Grundstücke;;410,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;1998;Hebesatz;für Grundstücke;;410,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;1999;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2000;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2001;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2002;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2003;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2004;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2005;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2006;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2007;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2008;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2009;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2010;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2011;Hebesatz;für Grundstücke;;450,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2012;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2013;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2014;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2015;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2016;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2017;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2018;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2019;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2020;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2021;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2022;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2023;Hebesatz;für Grundstücke;;495,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2024;Hebesatz;für Grundstücke;;590,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2025;Hebesatz Nichtwohngrundstücke;für Grundstücke;;965,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2025;Hebesatz Wohngrundstücke;für Grundstücke;;438,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2026;Hebesatz Nichtwohngrundstücke;für Grundstücke;;965,00;;;Prozent;Haushaltssatzung;;;
Grundsteuer B;2026;Hebesatz Wohngrundstücke;für Grundstücke;;438,00;;;Prozent;Haushaltssatzung;;;
Hundesteuer;1991;Ersthund;;;120,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;Zweithund;;;144,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;weitere Hunde                      ;;;162,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;ermäßigter Wachhund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;ermäßigter Jagdhund              ;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;Melde-, Sanitäts-, Schutz-, Fährten- o. Rettungshunde;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;Zwingersteuer 1. Hund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;Zwingersteuer 2. Hund;Ermäßigung;;72,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;Zwingersteuer 3. Hund;Ermäßigung;;81,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;Zwingersteuer weitere Hunde;Ermäßigung;;51,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;Diensthunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;Sanitäts- o. Rettungshunde von Sanitäts- o. Zivilschutzeinheiten;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1991;Blindenführhunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;01.04.1991;31.07.1998
Hundesteuer;1992;Ersthund;;;120,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;Zweithund;;;144,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;weitere Hunde                      ;;;162,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;ermäßigter Wachhund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;ermäßigter Jagdhund              ;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;Melde-, Sanitäts-, Schutz-, Fährten- o. Rettungshunde;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;Zwingersteuer 1. Hund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;Zwingersteuer 2. Hund;Ermäßigung;;72,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;Zwingersteuer 3. Hund;Ermäßigung;;81,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;Zwingersteuer weitere Hunde;Ermäßigung;;51,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;Diensthunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;Sanitäts- o. Rettungshunde von Sanitäts- o. Zivilschutzeinheiten;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1992;Blindenführhunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Ersthund;;;120,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Zweithund;;;144,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;weitere Hunde                      ;;;162,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;ermäßigter Wachhund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;ermäßigter Jagdhund              ;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Melde-, Sanitäts-, Schutz-, Fährten- o. Rettungshunde;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Zwingersteuer 1. Hund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Zwingersteuer 2. Hund;Ermäßigung;;72,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Zwingersteuer 3. Hund;Ermäßigung;;81,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Zwingersteuer weitere Hunde;Ermäßigung;;51,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Diensthunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Sanitäts- o. Rettungshunde von Sanitäts- o. Zivilschutzeinheiten;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1993;Blindenführhunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Ersthund;;;120,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Zweithund;;;144,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;weitere Hunde                      ;;;162,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;ermäßigter Wachhund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;ermäßigter Jagdhund              ;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Melde-, Sanitäts-, Schutz-, Fährten- o. Rettungshunde;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Zwingersteuer 1. Hund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Zwingersteuer 2. Hund;Ermäßigung;;72,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Zwingersteuer 3. Hund;Ermäßigung;;81,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Zwingersteuer weitere Hunde;Ermäßigung;;51,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Diensthunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Sanitäts- o. Rettungshunde von Sanitäts- o. Zivilschutzeinheiten;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1994;Blindenführhunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Ersthund;;;120,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Zweithund;;;144,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;weitere Hunde                      ;;;162,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;ermäßigter Wachhund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;ermäßigter Jagdhund              ;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Melde-, Sanitäts-, Schutz-, Fährten- o. Rettungshunde;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Zwingersteuer 1. Hund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Zwingersteuer 2. Hund;Ermäßigung;;72,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Zwingersteuer 3. Hund;Ermäßigung;;81,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Zwingersteuer weitere Hunde;Ermäßigung;;51,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Diensthunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Sanitäts- o. Rettungshunde von Sanitäts- o. Zivilschutzeinheiten;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1995;Blindenführhunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Ersthund;;;120,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Zweithund;;;144,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;weitere Hunde                      ;;;162,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;ermäßigter Wachhund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;ermäßigter Jagdhund              ;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Melde-, Sanitäts-, Schutz-, Fährten- o. Rettungshunde;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Zwingersteuer 1. Hund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Zwingersteuer 2. Hund;Ermäßigung;;72,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Zwingersteuer 3. Hund;Ermäßigung;;81,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Zwingersteuer weitere Hunde;Ermäßigung;;51,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Diensthunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Sanitäts- o. Rettungshunde von Sanitäts- o. Zivilschutzeinheiten;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1996;Blindenführhunde;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;Ersthund;;;120,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;Zweithund;;;144,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;weitere Hunde                      ;;;162,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;steuerfreier Hund/sonst. Hilfsbedü.;Steuerbefreiung;;0,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;ermäßigter Wachhund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;ermäßigter Jagdhund              ;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;Melde-, Sanitäts-, Schutz-, Fährten- o. Rettungshunde;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;Zwingersteuer 1. Hund;Ermäßigung;;60,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;Zwingersteuer 2. Hund;Ermäßigung;;72,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;Zwingersteuer 3. Hund;Ermäßigung;;81,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
Hundesteuer;1997;Zwingersteuer weitere Hunde;Ermäßigung;;51,00;;;DM/Jahr;Hundesteuersatzung;19.03.1992;15.06.1991;31.07.1998
