Haltestelle Name;Haltestelle Nummer;Globale ID;X-Koordinate;Y-Koordinate;AGS Gemeinde;Gemeinde;AGS Landkreis;Landkreis;AGS Bundesland;Bundesland;Referenzhaltestelle Lief.
Altenburg (Thür.), Dürerstr.;12656;de:16077:12656;12,432391;51,003665;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Eschenstr. (Ersatzhalt);30717;de:16077:30717;12,453522;50,981172;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Feldstr.;10969;de:16077:10969;12,434266;51,005327;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Feldstr./Dürerstr.;10816;de:16077:10816;12,437490;51,002858;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Festplatz;12795;de:16077:12795;12,434740;50,976844;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Friedrich-Wolf-Ring;12959;de:16077:12959;12,434928;50,996154;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Gabelentzstr.;10892;de:16077:10892;12,442967;50,991960;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Gabelentzstr. (Ersatzhalt);10971;de:16077:10971;12,444843;50,993258;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Geraer Str.;10979;de:16077:10979;12,424813;50,984006;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Geraer Str./Gymnasium;10977;de:16077:10977;12,420703;50,983902;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Geschwister-Scholl-Str.;17130;de:16077:17130;12,430657;50,979806;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Glashütte;12458;de:16077:12458;12,412801;50,997163;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Goldene Glucke;12462;de:16077:12462;12,422786;50,975819;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Großer Teich;10894;de:16077:10894;12,436204;50,982385;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Großer Teich (Ersatzhalt);30874;de:16077:30874;12,435916;50,981962;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Hausweg;10965;de:16077:10965;12,446190;50,988727;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Heinrich-Heine-Str.;12467;de:16077:12467;12,450018;50,983479;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Industriegelände;10966;de:16077:10966;12,438420;51,004063;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Johannisgraben (Ersatzhalt);30778;de:16077:30778;12,429346;50,984241;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Johannisstr.;10963;de:16077:10963;12,430517;50,986212;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Kanal-/Bachstr (Ersatzhalt);31148;de:16077:31148;12,437432;50,991450;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Kanalstr.;10896;de:16077:10896;12,442406;50,992849;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Kanalstr. (Ersatzhalt);30802;de:16077:30802;12,441405;50,992609;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Kanalstr./Bachstr.;10895;de:16077:10895;12,439384;50,991859;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Käthe-Kollwitz-/Pappelstr. (Ersatzhalt);30718;de:16077:30718;12,451362;50,978943;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Käthe-Kollwitz-Str. 1a;10970;de:16077:10970;12,443823;50,980632;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Käthe-Kollwitz-Str./Ärztehaus;12628;de:16077:12628;12,448592;50,979430;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Käthe-Kollwitz-Str./Heinestr.;12472;de:16077:12472;12,443616;50,981096;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Kauerndorfer Allee;20153;de:16077:20153;12,436227;51,001385;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Kauerndorfer Allee/Linde;12588;de:16077:12588;12,439808;51,001828;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Kleiner Teich;12596;de:16077:12596;12,436615;50,983128;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Klinikum;12520;de:16077:12520;12,441158;50,972329;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Klinikum (Ersatzhalt);30202;de:16077:30202;12,441992;50,972053;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Kosma;22352;de:16077:22352;12,404641;50,970191;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Kunstturm;13508;de:16077:13508;12,436059;50,983513;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Leipziger Str./Beethovenstr.;12593;de:16077:12593;12,446569;50,994803;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Leipziger Str./Beethovenstr. (Ersatzhalt);30811;de:16077:30811;12,447849;50,995530;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Leipziger Str./Gewerbegebiet;12669;de:16077:12669;12,452434;51,006805;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Leipziger Str./Remsaer Str.;12594;de:16077:12594;12,450603;51,002301;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Leipziger/Remsaer Str. (Ersatzhalt);7015;de:16077:7015;12,448309;51,003268;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Lindenaustr.;10898;de:16077:10898;12,433731;50,988447;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Lindenaustr./Zeitzer Str.;10897;de:16077:10897;12,428882;50,987213;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Medicum;3695;de:16077:3695;12,438738;50,972347;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Mühlpforte;12470;de:16077:12470;12,435803;50,984096;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Münsaer Str.;10968;de:16077:10968;12,449507;50,984663;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Museum;12579;de:16077:12579;12,444498;50,992428;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Offenburger Allee;12580;de:16077:12580;12,439039;51,001257;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Offenburger Allee (Ersatzhalt);31196;de:16077:31196;12,440350;50,999807;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Pappelstr.;12483;de:16077:12483;12,454727;50,981478;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Pauritzer Platz;10891;de:16077:10891;12,439279;50,990064;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Platanenstr.;10744;de:16077:10744;12,448907;50,981560;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Porphyrstr.;30961;de:16077:30961;12,455905;51,007863;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Puschkinstr.;10964;de:16077:10964;12,427000;50,984877;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Remsaer Str.;12603;de:16077:12603;12,459488;51,001813;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Richard-Wagner-Platz;22771;de:16077:22771;12,451305;50,995634;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Roßplan;10893;de:16077:10893;12,432086;50,983531;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Rudolf-Breitscheid-Str.;10785;de:16077:10785;12,428613;50,989559;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Schmöllnsche Vorstadt;10907;de:16077:10907;12,428402;50,983613;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Siegfried-Flack-Str.;12581;de:16077:12581;12,422146;51,001961;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Stadtwald;12460;de:16077:12460;12,432256;50,970209;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Stauffenbergstr.;12582;de:16077:12582;12,418727;50,997907;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Sternstr.;11309;de:16077:11309;12,418030;50,982047;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Theater;12587;de:16077:12587;12,437662;50,988034;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Theater (Ersatzhalt);31149;de:16077:31149;12,439346;50,987489;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Zeitzer Str./Mehringstr.;10905;de:16077:10905;12,421676;50,992677;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Zschernitzscher Str.;10967;de:16077:10967;12,429056;51,006182;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altenburg (Thür.), Zwickauer Str.;12480;de:16077:12480;12,436908;50,979199;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altendorf (Altenburg), Gasthof;13444;de:16077:13444;12,418253;50,972481;16077001;Altenburg;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altengrabow;8011022;de:15086:8011022;12,173751;52,197438;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Altengrabow (Dörnitz) (Bus);3896;de:15086:3896;12,179893;52,201489;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Altengroitzsch;17136;;12,266202;51,138736;14729170;Groitzsch;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altengroitzsch (b. Pegau);10676;de:14729:10676;12,266170;51,138692;14729170;Groitzsch;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altenhain (Schildau), Wurzener Str.;20264;;12,925527;51,439235;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Altenhain (Trebsen), Ammelshainer Str.;30297;de:14729:30297;12,681397;51,292426;14729400;Trebsen/Mulde;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altenhain (Trebsen), Grimmaer Str.;16789;de:14729:16789;12,696864;51,289465;14729400;Trebsen/Mulde;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altenhain (Trebsen), Teich;16790;de:14729:16790;12,690285;51,291300;14729400;Trebsen/Mulde;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altenhausen (Börde);1201;de:15083:1201;11,250404;52,262102;15083020;Altenhausen;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenhausen (Börde), Rosenmühle;1202;de:15083:1202;11,255688;52,258550;15083020;Altenhausen;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenhausen (Börde), Ziegelei;1171;de:15083:1171;11,252487;52,270530;15083020;Altenhausen;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenklitsche;6061;de:15086:6061;12,201948;52,485069;15086080;Jerichow;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenroda (Bad Bibra);5673;de:15084:5673;11,568438;51,240921;15084015;Bad Bibra;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenroda (Bad Bibra), Siedlung;5674;de:15084:5674;11,574532;51,238476;15084015;Bad Bibra;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Altensalzwedel, Abzweig;651;de:15081:651;11,171096;52,770526;15081026;Apenburg-Winterfeld;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Altensalzwedel, Kita;1299;de:15081:1299;11,178819;52,771148;15081026;Apenburg-Winterfeld;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Altensalzwedel, Ort;603;de:15081:603;11,180713;52,769701;15081026;Apenburg-Winterfeld;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Altensalzwedel, Schule;452;de:15081:452;11,174593;52,769343;15081026;Apenburg-Winterfeld;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Altensalzwedel, Tabita;23188;de:15081:23188;11,154857;52,773382;15081026;Apenburg-Winterfeld;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenweddingen, Am Schachtteich;3135;de:15083:3135;11,511326;52,011348;15083490;Sülzetal;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenweddingen, Breite Str.;2931;de:15083:2931;11,534829;51,997782;15083490;Sülzetal;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenweddingen, B246a;22805;de:15083:22805;11,510995;52,011418;15083490;Sülzetal;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenweddingen, Neuer Weg;2944;de:15083:2944;11,525068;51,997983;15083490;Sülzetal;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenweddingen, Schule;3721;de:15083:3721;11,537690;51,998161;15083490;Sülzetal;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Altenzaun (Hohenberg-Krusemark);6360;de:15090:6360;12,025535;52,740665;15090245;Hohenberg-Krusemark;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Alterode;2781;de:15087:2781;11,385653;51,674224;15087031;Arnstein;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Alterode, Brunnenplatz (virt.);9320003;de:15087:9320003;11,383040;51,675140;15087031;Arnstein;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Alterode, Untermühle;2769;de:15087:2769;11,389165;51,680247;15087031;Arnstein;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Altes Messegelände, Leipzig;957479;;12,404355;51,321060;14713000;Leipzig;14713;Leipzig;14;Sachsen;NASA Master-Lieferant
Altferchau (Klötze), Ort;397;de:15081:397;11,027520;52,601601;15081280;Klötze;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Altgroitzschen (Kretzschau);3824;de:15084:3824;12,077847;51,061552;15084275;Kretzschau;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Althen (Leipzig), Althener Anger;12018;de:14713:12018;12,517906;51,338796;14713000;Leipzig;14713;Leipzig;14;Sachsen;NASA Master-Lieferant
Althen (Leipzig), Freundschaftsring;12020;de:14713:12020;12,522599;51,339904;14713000;Leipzig;14713;Leipzig;14;Sachsen;NASA Master-Lieferant
Althen (Leipzig), Oertgering;12017;de:14713:12017;12,519402;51,346700;14713000;Leipzig;14713;Leipzig;14;Sachsen;NASA Master-Lieferant
Altjeßnitz, Feuerwehrkrug;4013;de:15082:4013;12,324349;51,686431;15082301;Raguhn-Jeßnitz;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Altjeßnitz, Friedhof;4014;de:15082:4014;12,316306;51,688214;15082301;Raguhn-Jeßnitz;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Altjeßnitz, Jeßnitzer Str.;4016;de:15082:4016;12,320317;51,689845;15082301;Raguhn-Jeßnitz;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Altjeßnitz, Parkstr.;4015;de:15082:4015;12,321775;51,691575;15082301;Raguhn-Jeßnitz;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Altjeßnitz, Teich;16763;de:15082:16763;12,319482;51,689707;15082301;Raguhn-Jeßnitz;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Altkirchen (Thür.), Abzweig Gödissa;12068;de:16077:12068;12,345536;50,932722;16077002;Altkirchen;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altkirchen (Thür.), Wartehalle;11941;de:16077:11941;12,346431;50,932912;16077002;Altkirchen;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altkirchen (Thür.), Wendeschleife;11944;de:16077:11944;12,347957;50,932751;16077002;Altkirchen;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altköpsen (Hohenmölsen);30063;de:15084:30063;12,057668;51,163550;15084235;Hohenmölsen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Alt-Körbin (Bad Schmiedeberg);929;de:15091:929;12,780566;51,696399;15091020;Bad Schmiedeberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Altmark-Kaserne (Letzlingen);22829;de:15081:22829;11,529234;52,441345;15081135;Gardelegen;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Altmersleben (Kalbe), Ort;315;de:15081:315;11,425812;52,685631;15081240;Kalbe (Milde);15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Altmörbitz (Kohren-Sahlis), Abzweig Rüdigsdorf;30627;de:14729:30627;12,570858;50,994500;14729140;Frohburg;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altmörbitz (Kohren-Sahlis), Parkplatz;13086;de:14729:13086;12,566268;50,993733;14729140;Frohburg;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altmügeln;8070697;de:14730:8070697;13,040219;51,237812;14730200;Mügeln;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Altoschatz-Rosenthal;8070689;de:14730:8070689;13,098902;51,287858;14730230;Oschatz;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Altpoderschau (Kriebitzsch);11104;de:16077:11104;12,312709;51,019308;16077022;Kriebitzsch;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Altranstädt, August-Bebel-Str.;10988;de:14729:10988;12,174139;51,314406;14729270;Markranstädt;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altranstädt, Hirtenstr.;10986;de:14729:10986;12,176943;51,316353;14729270;Markranstädt;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altranstädt, Mühlweg;10989;de:14729:10989;12,181956;51,314580;14729270;Markranstädt;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altranstädt, Ranstädter Str.;13544;de:14729:13544;12,179046;51,313778;14729270;Markranstädt;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Altweidenbach (Obhausen);9589;de:15088:9589;11,660866;51,382910;15088265;Obhausen;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Am Silbernen Mann Drängetal;9091101;;10,729801;51,798143;15085370;Wernigerode;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Amesdorf (b. Güsten);6639;de:15089:6639;11,599156;51,780635;15089165;Güsten;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Amesdorf (b. Güsten), Kirche;2770;de:15089:2770;11,600308;51,778739;15089165;Güsten;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Ammelgoßwitz;17194;de:14730:17194;13,153595;51,478398;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Ammelshain (Naunhof), Altenhainer Str.;16791;de:14729:16791;12,648316;51,293778;14729300;Naunhof;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Ammelshain (Naunhof), Hauptstr.;16792;de:14729:16792;12,636633;51,293854;14729300;Naunhof;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Ammelshain (Naunhof), Polenzer Str.;16793;de:14729:16793;12,642866;51,292329;14729300;Naunhof;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Ampfurth (Oschersleben);2943;de:15083:2943;11,312818;52,062501;15083415;Oschersleben (Bode);15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Ampfurth (Oschersleben), Ortseingang;2983;de:15083:2983;11,310197;52,061734;15083415;Oschersleben (Bode);15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Amsdorf;8011038;de:15087:8011038;11,719790;51,463561;15087386;Seegebiet Mansfelder Land;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Amsdorf (b. Lu. Eisleben) (Bus);2748;de:15087:2748;11,728047;51,465090;15087386;Seegebiet Mansfelder Land;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Amsdorf (b. Lu. Eisleben), Romanta (S-Bahnhof) (virt.);7130;de:15087:7130;11,719040;51,463440;15087386;Seegebiet Mansfelder Land;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Amsdorf (b. Lu. Eisleben), S-Bahnhof;90105;;11,719790;51,463558;15087386;Seegebiet Mansfelder Land;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Anderbeck;8011040;de:15085:8011040;10,939417;51,985962;15085185;Huy;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Anderbeck (Huy), Am Park;6690;de:15085:6690;10,932628;51,984168;15085185;Huy;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
